,BHID,FROM,TO,LITHO_DESC
48665,18163,21.77,22.03,Intermediate to Ultramafic Volcanics
48666,18163,22.03,23.82,Early Diorite
48667,18163,23.82,25.0,Felsic to Intermediate Dykes
48668,18163,25.0,26.45,Intermediate to Ultramafic Volcanics
48669,18163,26.45,26.97,Felsic to Intermediate Dykes
48670,18163,26.97,28.4,Intermediate to Ultramafic Volcanics
48671,18163,28.4,30.17,Intermediate to Ultramafic Volcanics
48672,18163,30.17,30.73,Felsic to Intermediate Dykes
48673,18163,30.73,36.34,Intermediate to Ultramafic Volcanics
48674,18163,36.34,37.52,Felsic to Intermediate Dykes
48675,18163,37.52,40.12,Intermediate to Ultramafic Volcanics
48676,18163,40.12,40.79,Felsic to Intermediate Dykes
48677,18163,40.79,50.81,Intermediate to Ultramafic Volcanics
48678,18163,50.81,57.19,Felsic to Intermediate Dykes
48679,18163,57.19,62.51,Intermediate to Ultramafic Volcanics
48680,18164,0.0,22.0,Casing
48681,18164,22.0,25.98,Felsic to Intermediate Dykes
48682,18164,25.98,35.5,Intermediate to Ultramafic Volcanics
48683,18164,35.5,36.75,Diorite
48684,18164,36.75,54.52,Intermediate to Ultramafic Volcanics
48685,18164,54.52,56.02,Intermediate to Ultramafic Volcanics
48686,18164,56.02,57.83,Felsic to Intermediate Dykes
48687,18164,57.83,67.23,Intermediate to Ultramafic Volcanics
48688,18164,67.23,69.06,Diorite
48689,18164,69.06,72.14,Intermediate to Ultramafic Volcanics
48690,18164,72.14,78.18,Diorite
48691,18164,78.18,92.5,Intermediate to Ultramafic Volcanics
48692,18165,0.0,16.33,Casing
48693,18165,16.33,17.96,Intermediate to Ultramafic Volcanics
48694,18165,17.96,54.57,Intermediate to Ultramafic Volcanics
48695,18165,54.57,56.86,Felsic to Intermediate Dykes
48696,18165,56.86,60.13,Shear Zone
48697,18165,60.13,63.21,Intermediate to Ultramafic Volcanics
48698,18165,63.21,64.05,Felsic to Intermediate Dykes
48699,18165,64.05,64.48,Intermediate to Ultramafic Volcanics
48700,18165,64.48,67.13,Intermediate to Ultramafic Volcanics
48701,18165,67.13,68.74,Felsic to Intermediate Dykes
48702,18165,68.74,92.5,Intermediate to Ultramafic Volcanics
48703,18166,0.0,15.3,Casing
48704,18166,15.3,93.51,Indifferenciated Tuffs
48705,18167,0.0,16.73,Casing
48706,18167,16.73,18.5,Felsic to Intermediate Dykes
48707,18167,18.5,27.61,Intermediate to Ultramafic Volcanics
48708,18167,27.61,29.13,Felsic to Intermediate Dykes
48709,18167,29.13,38.89,Intermediate to Ultramafic Volcanics
48710,18167,38.89,42.09,Felsic to Intermediate Dykes
48711,18167,42.09,43.22,Intermediate to Ultramafic Volcanics
48712,18167,43.22,43.79,Diorite
48713,18167,43.79,82.46,Intermediate to Ultramafic Volcanics
48714,18167,82.46,87.14,Felsic to Intermediate Dykes
48715,18167,87.14,94.48,Intermediate to Ultramafic Volcanics
48716,18168,0.0,19.75,Casing
48717,18168,19.75,28.22,Intermediate to Ultramafic Volcanics
48718,18168,28.22,28.92,Felsic to Intermediate Dykes
48719,18168,28.92,35.46,Intermediate to Ultramafic Volcanics
48720,18168,35.46,41.75,Intermediate to Ultramafic Volcanics
48721,18168,41.75,44.54,Felsic to Intermediate Dykes
48722,18168,44.54,52.66,Early Diorite
48723,18168,52.66,53.84,Felsic to Intermediate Dykes
48724,18168,53.84,57.43,Early Diorite
48725,18168,57.43,60.13,Felsic to Intermediate Dykes
48726,18168,60.13,65.88,Early Diorite
48727,18168,65.88,77.61,Intermediate to Ultramafic Volcanics
48728,18168,77.61,92.5,Intermediate to Ultramafic Volcanics
48729,18169,0.0,21.0,Casing
48730,18169,21.0,44.04,Intermediate to Ultramafic Volcanics
48731,18169,44.04,92.5,Intermediate to Ultramafic Volcanics
48735,18170,0.0,45.2,Casing
48736,18170,45.2,57.02,Intermediate to Ultramafic Volcanics
48737,18170,57.02,58.33,Felsic to Intermediate Dykes
48738,18170,58.33,76.58,Intermediate to Ultramafic Volcanics
48739,18170,76.58,77.54,Felsic to Intermediate Dykes
48740,18170,77.54,92.5,Intermediate to Ultramafic Volcanics
48741,18171,0.0,29.99,Casing
48742,18171,29.99,31.1,Intermediate to Ultramafic Volcanics
48743,18171,31.1,31.57,Felsic to Intermediate Dykes
48744,18171,31.57,38.99,Intermediate to Ultramafic Volcanics
48745,18171,38.99,40.11,Intermediate to Ultramafic Volcanics
48746,18171,40.11,43.72,Early Diorite
48747,18171,43.72,45.58,Intermediate to Ultramafic Volcanics
48748,18171,45.58,57.22,Felsic to Intermediate Dykes
48749,18171,57.22,59.48,Early Diorite
48750,18171,59.48,61.75,Intermediate to Ultramafic Volcanics
48751,18171,61.75,68.74,Felsic to Intermediate Dykes
48752,18171,68.74,76.8,Intermediate to Ultramafic Volcanics
48753,18171,76.8,80.77,Intermediate to Ultramafic Volcanics
48754,18171,80.77,91.98,Intermediate to Ultramafic Volcanics
48755,18172,0.0,29.5,Casing
48756,18172,29.5,52.62,Intermediate to Ultramafic Volcanics
48757,18172,52.62,57.83,Intermediate to Ultramafic Volcanics
48758,18172,57.83,58.15,Felsic to Intermediate Dykes
48759,18172,58.15,62.69,Intermediate to Ultramafic Volcanics
48760,18172,62.69,63.76,Felsic to Intermediate Dykes
48761,18172,63.76,66.84,Intermediate to Ultramafic Volcanics
48762,18172,66.84,69.47,Felsic to Intermediate Dykes
48763,18172,69.47,71.27,Intermediate to Ultramafic Volcanics
48764,18172,71.27,72.54,Diorite
48765,18172,72.54,88.17,Intermediate to Ultramafic Volcanics
48766,18172,88.17,92.5,Felsic to Intermediate Dykes
48767,18173,0.0,20.39,Casing
48768,18173,20.39,27.58,Intermediate to Ultramafic Volcanics
48769,18173,27.58,28.23,Felsic to Intermediate Dykes
48770,18173,28.23,31.33,Intermediate to Ultramafic Volcanics
48771,18173,31.33,33.55,Felsic to Intermediate Dykes
48772,18173,33.55,34.24,Intermediate to Ultramafic Volcanics
48773,18173,34.24,36.1,Felsic to Intermediate Dykes
48774,18173,36.1,37.26,Intermediate to Ultramafic Volcanics
48775,18173,37.26,43.73,Shear Zone
48776,18173,43.73,58.93,Intermediate to Ultramafic Volcanics
48777,18173,58.93,60.07,Felsic to Intermediate Dykes
48778,18173,60.07,64.19,Intermediate to Ultramafic Volcanics
48779,18173,64.19,65.45,Shear Zone
48780,18173,65.45,66.94,Shear Zone
48781,18173,66.94,75.62,Diorite
48782,18173,75.62,76.58,Felsic to Intermediate Dykes
48783,18173,76.58,91.98,Diorite
48791,18176,0.0,17.34,Casing
48792,18176,17.34,17.81,Early Diorite
48793,18176,17.81,18.16,Felsic to Intermediate Dykes
48794,18176,18.16,31.34,Intermediate to Ultramafic Volcanics
48795,18176,31.34,33.96,Felsic to Intermediate Dykes
48796,18176,33.96,48.61,Intermediate to Ultramafic Volcanics
48797,18176,48.61,55.99,Felsic to Intermediate Dykes
48798,18176,55.99,68.94,Intermediate to Ultramafic Volcanics
48799,18176,68.94,69.93,Felsic to Intermediate Dykes
48800,18176,69.93,79.03,Intermediate to Ultramafic Volcanics
48801,18176,79.03,81.45,Felsic to Intermediate Dykes
48802,18176,81.45,85.49,Intermediate to Ultramafic Volcanics
48803,18177,0.0,11.09,Casing
48804,18177,11.09,16.87,Diorite
48805,18177,16.87,19.27,Felsic to Intermediate Dykes
48806,18177,19.27,24.42,Diorite
48807,18177,24.42,39.85,Felsic to Intermediate Dykes
48808,18177,39.85,56.67,Intermediate to Ultramafic Volcanics
48809,18177,56.67,75.01,Felsic to Intermediate Dykes
48810,18178,0.0,12.49,Casing
48811,18178,12.49,22.76,Diorite
48812,18178,22.76,41.77,Felsic to Intermediate Dykes
48813,18178,41.77,58.44,Intermediate to Ultramafic Volcanics
48814,18178,58.44,60.01,Felsic to Intermediate Dykes
48815,18179,0.0,14.17,Casing
48816,18179,14.17,24.65,Felsic to Intermediate Dykes
48817,18179,24.65,37.64,Intermediate to Ultramafic Volcanics
48818,18179,37.64,40.46,Felsic to Intermediate Dykes
48819,18179,40.46,41.63,Shear Zone
48820,18179,41.63,48.0,Intermediate to Ultramafic Volcanics
48823,18180,0.0,13.59,Casing
48824,18180,13.59,27.73,Diorite
48825,18180,27.73,29.1,Quartz-Tourmaline Veins
48826,18180,29.1,35.9,Diorite
48827,18180,35.9,38.86,Diorite
48828,18180,38.86,44.98,Felsic to Intermediate Dykes
48829,18180,44.98,46.32,Shear Zone
48830,18180,46.32,49.53,Quartz-Tourmaline Veins
48831,18180,49.53,50.23,Felsic to Intermediate Dykes
48832,18180,50.23,56.14,Quartz-Tourmaline Veins
48833,18180,56.14,56.84,Shear Zone
48834,18180,56.84,58.38,Felsic to Intermediate Dykes
48835,18180,58.38,60.01,Early Diorite
48836,18181,0.0,13.86,Casing
48837,18181,13.86,16.91,Early Diorite
48838,18181,16.91,27.03,Felsic to Intermediate Dykes
48839,18181,27.03,30.78,Early Diorite
48840,18181,30.78,34.56,Felsic to Intermediate Dykes
48841,18181,34.56,39.44,Early Diorite
48842,18181,39.44,81.29,Intermediate to Ultramafic Volcanics
48843,18181,81.29,84.0,Shear Zone
48854,18183,0.0,28.83,Casing
48855,18183,28.83,33.51,Intermediate to Ultramafic Volcanics
48856,18183,33.51,48.95,Intermediate to Ultramafic Volcanics
48857,18183,48.95,51.38,Felsic to Intermediate Dykes
48858,18183,51.38,97.99,Intermediate to Ultramafic Volcanics
48867,18185,0.0,12.61,Casing
48868,18185,12.61,16.55,Early Diorite
48869,18185,16.55,28.17,Felsic to Intermediate Dykes
48870,18185,28.17,61.06,Early Diorite
48871,18185,61.06,61.63,Intermediate to Ultramafic Volcanics
48872,18185,61.63,61.84,Early Diorite
48873,18185,61.84,62.34,Intermediate to Ultramafic Volcanics
48874,18185,62.34,64.46,Early Diorite
48875,18185,64.46,71.99,Felsic to Intermediate Dykes
48876,18186,0.0,11.67,Casing
48877,18186,11.67,26.97,Diabase
48878,18186,26.97,50.79,Intermediate to Ultramafic Volcanics
48879,18186,50.79,52.98,Diabase
48880,18186,52.98,57.91,Intermediate to Ultramafic Volcanics
48881,18186,57.91,66.08,Diabase
48882,18186,66.08,69.14,Intermediate to Ultramafic Volcanics
48883,18186,69.14,80.54,Diabase
48884,18186,80.54,98.99,Early Diorite
48885,18186,98.99,105.21,Felsic to Intermediate Dykes
48886,18186,105.21,112.31,Early Diorite
48887,18186,112.31,113.99,Diabase
48888,18187,0.0,9.99,Casing
48889,18187,9.99,14.5,Felsic to Intermediate Dykes
48890,18187,14.5,15.72,Intermediate to Ultramafic Volcanics
48891,18187,15.72,15.97,Felsic to Intermediate Dykes
48892,18187,15.97,17.03,Intermediate to Ultramafic Volcanics
48893,18187,17.03,18.25,Early Diorite
48894,18187,18.25,27.47,Intermediate to Ultramafic Volcanics
48895,18187,27.47,31.69,Shear Zone
48896,18187,31.69,45.65,Intermediate to Ultramafic Volcanics
48897,18187,45.65,57.22,Felsic to Intermediate Dykes
48898,18187,57.22,61.08,Shear Zone
48899,18187,61.08,62.75,Felsic to Intermediate Dykes
48900,18187,62.75,71.99,Intermediate to Ultramafic Volcanics
48901,18188,0.0,15.05,Casing
48902,18188,15.05,19.09,Felsic to Intermediate Dykes
48903,18188,19.09,25.66,Intermediate to Ultramafic Volcanics
48904,18188,25.66,27.03,Shear Zone
48905,18188,27.03,33.37,Intermediate to Ultramafic Volcanics
48906,18188,33.37,40.69,Shear Zone
48907,18188,40.69,46.25,Intermediate to Ultramafic Volcanics
48908,18188,46.25,47.77,Early Diorite
48909,18188,47.77,48.03,Intermediate to Ultramafic Volcanics
48910,18189,0.0,7.8,Casing
48911,18189,7.8,30.96,Intermediate to Ultramafic Volcanics
48912,18189,30.96,33.51,Shear Zone
48913,18189,33.51,42.15,Intermediate to Ultramafic Volcanics
48914,18189,42.15,57.74,Felsic to Intermediate Dykes
48915,18189,57.74,59.71,Intermediate to Ultramafic Volcanics
48916,18189,59.71,61.26,Felsic to Intermediate Dykes
48917,18189,61.26,61.99,Intermediate to Ultramafic Volcanics
48928,18190,0.0,14.02,Casing
48929,18190,14.02,22.53,Felsic to Intermediate Dykes
48930,18190,22.53,63.0,Intermediate to Ultramafic Volcanics
48931,18191,0.0,2.49,Casing
48932,18191,2.49,42.07,Intermediate to Ultramafic Volcanics
48933,18191,42.07,56.99,Felsic to Intermediate Dykes
48934,18191,56.99,67.84,Intermediate to Ultramafic Volcanics
48935,18191,67.84,73.97,Shear Zone
48936,18191,73.97,78.08,Intermediate to Ultramafic Volcanics
48937,18191,78.08,80.98,Early Diorite
48938,18192,0.0,12.54,Casing
48939,18192,12.54,14.24,Intermediate to Ultramafic Volcanics
48940,18192,14.24,24.1,Felsic to Intermediate Dykes
48941,18192,24.1,28.04,Intermediate to Ultramafic Volcanics
48942,18192,28.04,30.29,Diorite
48943,18192,30.29,30.78,Felsic to Intermediate Dykes
48944,18192,30.78,31.16,Intermediate to Ultramafic Volcanics
48945,18192,31.16,31.59,Felsic to Intermediate Dykes
48946,18192,31.59,56.99,Intermediate to Ultramafic Volcanics
48947,18193,0.0,9.72,Casing
48948,18193,9.72,23.27,Intermediate to Ultramafic Volcanics
48949,18193,23.27,26.82,Felsic to Intermediate Dykes
48950,18193,26.82,29.7,Intermediate to Ultramafic Volcanics
48951,18193,29.7,33.28,Felsic to Intermediate Dykes
48952,18193,33.28,37.26,Intermediate to Ultramafic Volcanics
48953,18193,37.26,38.4,Shear Zone
48954,18193,38.4,43.02,Intermediate to Ultramafic Volcanics
48955,18193,43.02,44.43,Shear Zone
48956,18193,44.43,56.99,Intermediate to Ultramafic Volcanics
48957,18194,0.0,6.09,Casing
48958,18194,6.09,36.3,Intermediate to Ultramafic Volcanics
48959,18194,36.3,56.08,Felsic to Intermediate Dykes
48960,18194,56.08,64.09,Intermediate to Ultramafic Volcanics
48961,18194,64.09,65.09,Felsic to Intermediate Dykes
48962,18194,65.09,71.7,Intermediate to Ultramafic Volcanics
48963,18194,71.7,74.46,Shear Zone
48964,18194,74.46,77.72,Intermediate to Ultramafic Volcanics
48965,18195,0.0,10.39,Casing
48966,18195,10.39,11.43,Diorite
48967,18195,11.43,16.73,Intermediate to Ultramafic Volcanics
48968,18195,16.73,22.79,Felsic to Intermediate Dykes
48969,18195,22.79,27.59,Shear Zone
48970,18195,27.59,28.51,Diorite
48971,18195,28.51,32.53,Felsic to Intermediate Dykes
48972,18195,32.53,46.51,Intermediate to Ultramafic Volcanics
48973,18196,0.0,6.0,Casing
48974,18196,6.0,8.53,Intermediate to Ultramafic Volcanics
48975,18196,8.53,9.44,Felsic to Intermediate Dykes
48976,18196,9.44,20.11,Intermediate to Ultramafic Volcanics
48977,18196,20.11,23.98,Felsic to Intermediate Dykes
48978,18196,23.98,45.56,Intermediate to Ultramafic Volcanics
48979,18196,45.56,48.46,Felsic to Intermediate Dykes
48980,18196,48.46,50.9,Intermediate to Ultramafic Volcanics
48981,18196,50.9,79.11,Intermediate to Ultramafic Volcanics
48982,18196,79.11,80.01,Diorite
48983,18197,0.0,10.05,Casing
48984,18197,10.05,18.13,Intermediate to Ultramafic Volcanics
48985,18197,18.13,26.5,Intermediate to Ultramafic Volcanics
48986,18197,26.5,33.43,Diorite
48987,18197,33.43,37.82,Intermediate to Ultramafic Volcanics
48988,18197,37.82,39.85,Felsic to Intermediate Dykes
48989,18197,39.85,43.69,Intermediate to Ultramafic Volcanics
48990,18197,43.69,44.18,Felsic to Intermediate Dykes
48991,18197,44.18,47.32,Intermediate to Ultramafic Volcanics
48992,18197,47.32,50.97,Felsic to Intermediate Dykes
48993,18197,50.97,52.94,Intermediate to Ultramafic Volcanics
48994,18197,52.94,53.18,Felsic to Intermediate Dykes
48995,18197,53.18,63.48,Intermediate to Ultramafic Volcanics
48996,18197,63.48,69.95,Intermediate to Ultramafic Volcanics
48997,18197,69.95,73.97,Felsic to Intermediate Dykes
48998,18197,73.97,82.96,Intermediate to Ultramafic Volcanics
48999,18198,0.0,7.16,Casing
49000,18198,7.16,16.03,Early Diorite
49001,18198,16.03,19.94,Felsic to Intermediate Dykes
49002,18198,19.94,26.94,Early Diorite
49003,18198,26.94,30.69,Felsic to Intermediate Dykes
49004,18198,30.69,37.17,Early Diorite
49005,18198,37.17,38.95,Intermediate to Ultramafic Volcanics
49006,18198,38.95,39.47,Felsic to Intermediate Dykes
49007,18198,39.47,41.48,Intermediate to Ultramafic Volcanics
49008,18198,41.48,42.48,Felsic to Intermediate Dykes
49009,18198,42.48,46.32,Intermediate to Ultramafic Volcanics
49010,18198,46.32,48.31,Felsic to Intermediate Dykes
49011,18198,48.31,61.99,Intermediate to Ultramafic Volcanics
49012,18199,0.0,13.8,Casing
49013,18199,13.8,22.21,Diorite
49014,18199,22.21,31.66,Intermediate to Ultramafic Volcanics
49015,18199,31.66,33.69,Felsic to Intermediate Dykes
49016,18199,33.69,40.93,Intermediate to Ultramafic Volcanics
49017,18199,40.93,47.94,Intermediate to Ultramafic Volcanics
49018,18199,47.94,53.08,Felsic to Intermediate Dykes
49019,18199,53.08,59.71,Intermediate to Ultramafic Volcanics
49020,18199,59.71,63.97,Early Diorite
49021,18199,63.97,71.41,Intermediate to Ultramafic Volcanics
49022,18199,71.41,77.93,Shear Zone
49023,18199,77.93,88.2,Intermediate to Ultramafic Volcanics
49024,18199,88.2,90.37,Felsic to Intermediate Dykes
49025,18199,90.37,92.99,Intermediate to Ultramafic Volcanics
49060,18200,0.0,14.02,Casing
49061,18200,14.02,14.99,Intermediate to Ultramafic Volcanics
49062,18200,14.99,18.37,Felsic to Intermediate Dykes
49063,18200,18.37,20.98,Shear Zone
49064,18200,20.98,25.02,Felsic to Intermediate Dykes
49065,18200,25.02,30.35,Intermediate to Ultramafic Volcanics
49066,18200,30.35,38.0,Early Diorite
49067,18201,0.0,6.0,Casing
49068,18201,6.0,15.27,Intermediate to Ultramafic Volcanics
49069,18201,15.27,21.42,Felsic to Intermediate Dykes
49070,18201,21.42,57.88,Intermediate to Ultramafic Volcanics
49071,18201,57.88,61.41,Felsic to Intermediate Dykes
49072,18201,61.41,62.45,Intermediate to Ultramafic Volcanics
49073,18201,62.45,63.47,Early Diorite
49074,18201,63.47,67.14,Intermediate to Ultramafic Volcanics
49075,18201,67.14,76.99,Early Diorite
49076,18202,0.0,4.84,Casing
49077,18202,4.84,11.35,Felsic to Intermediate Dykes
49078,18202,11.35,22.03,Intermediate to Ultramafic Volcanics
49079,18202,22.03,23.91,Felsic to Intermediate Dykes
49080,18202,23.91,27.46,Intermediate to Ultramafic Volcanics
49081,18202,27.46,35.81,Early Diorite
49082,18202,35.81,59.57,Intermediate to Ultramafic Volcanics
49083,18202,59.57,63.48,Felsic to Intermediate Dykes
49084,18202,63.48,76.99,Intermediate to Ultramafic Volcanics
49085,18203,0.0,1.98,Casing
49086,18203,1.98,31.54,Intermediate to Ultramafic Volcanics
49087,18203,31.54,34.47,Felsic to Intermediate Dykes
49088,18203,34.47,38.92,Intermediate to Ultramafic Volcanics
49089,18203,38.92,43.11,Felsic to Intermediate Dykes
49090,18203,43.11,60.04,Intermediate to Ultramafic Volcanics
49091,18203,60.04,72.32,Early Diorite
49092,18203,72.32,78.66,Intermediate to Ultramafic Volcanics
49093,18203,78.66,80.89,Intermediate to Ultramafic Volcanics
49094,18203,80.89,86.39,Diorite
49095,18203,86.39,87.2,Intermediate to Ultramafic Volcanics
49096,18203,87.2,87.82,Diorite
49097,18203,87.82,90.52,Intermediate to Ultramafic Volcanics
49098,18204,0.0,11.52,Casing
49099,18204,11.52,29.7,Intermediate to Ultramafic Volcanics
49100,18204,29.7,32.27,Felsic to Intermediate Dykes
49101,18204,32.27,34.99,Intermediate to Ultramafic Volcanics
