,BHID,FROM,TO,AU_AVG_GT
69615,14344,33.8328,34.04616,0.003
69616,14344,34.83864,35.08248,0.003
69617,14344,39.0144,39.34968,0.003
69618,14344,41.94048,42.18432,0.003
69619,14344,46.3296,46.9392,0.003
69620,14344,46.9392,47.5488,0.003
69621,14344,47.5488,48.1584,0.003
69622,14344,56.66232,56.9976,0.003
69623,14344,74.0664,74.676,0.003
69624,14344,75.438,75.8952,0.017
69625,14344,76.74864,77.48016,0.069
69626,14344,77.90688,78.12024,0.017
69627,14344,80.58912,80.86344,0.24
69628,14344,81.8388,82.1436,0.003
69629,14344,85.55736,87.1728,0.003
69630,14344,87.1728,88.94064,0.017
69631,14344,92.38488,92.93352,38.349
69632,14344,94.60992,96.3168,1.783
69633,14344,96.3168,97.536,0.017
69634,14344,119.26824,120.06072,0.003
69635,14344,122.34672,122.92584,0.003
69636,14344,123.07824,124.48032,0.003
69637,14344,124.48032,125.8824,0.003
69638,14344,125.8824,126.492,0.017
69639,14344,126.492,127.07112,0.003
69640,14344,129.90576,131.42976,0.003
69641,14344,132.8928,134.4168,0.003
69642,14344,135.84936,137.22096,0.003
69643,14344,146.4564,146.82216,0.003
69644,14344,148.52904,148.83384,0.003
69645,14344,149.47392,150.44928,0.003
69646,14344,151.24176,151.91232,0.003
69647,14344,154.2288,154.74696,0.003
69648,14344,155.96616,156.33192,0.017
69649,14344,160.3248,160.782,0.003
69650,14344,160.782,161.30016,0.003
69651,14344,163.86048,165.29304,0.003
69652,14344,166.66464,167.4876,0.003
69653,14344,167.4876,167.7924,1.56
69654,14344,170.65752,170.96232,0.069
69655,14344,172.15104,172.212,0.069
69656,14344,175.01616,175.26,0.003
69657,14344,181.99608,182.51424,0.003
69658,14344,184.12968,184.404,0.003
69659,14344,186.87288,187.11672,0.003
69660,14344,187.97016,188.214,0.034
69661,14344,189.67704,190.37808,0.003
69662,14344,194.4624,195.46824,0.069
69663,14344,195.46824,196.01688,0.703
69664,14344,196.01688,196.62648,0.086
69665,14344,196.62648,197.358,0.24
69666,14344,197.358,198.02856,0.926
69667,14344,198.02856,198.882,0.171
69668,14344,198.882,199.9488,0.086
69669,14344,199.9488,200.28408,0.017
69670,14344,201.56424,202.05192,0.034
69671,14344,202.9968,203.69784,0.069
69672,14344,203.69784,204.39888,0.206
69673,14344,204.39888,205.09992,0.017
69674,14344,207.23352,207.69072,0.003
69675,14344,214.03056,214.5792,0.103
69676,14344,216.59088,216.83472,0.003
69677,14344,220.09608,220.73616,0.003
69678,14344,220.73616,221.2848,0.003
69679,14344,221.2848,221.742,0.003
69680,14344,227.2284,227.50272,0.003
69681,14344,228.47808,228.72192,0.003
69682,14344,230.886,232.41,0.003
69683,14344,233.7816,235.3056,0.003
69684,14344,240.42624,240.91392,0.034
69685,14344,241.67592,241.88928,0.086
69686,14344,241.88928,242.6208,1.474
69687,14344,244.7544,245.364,2.194
69688,14344,246.03456,246.30888,0.034
69689,14344,247.89384,248.35104,1.08
69690,14344,249.57024,250.3932,0.069
69691,14344,250.3932,251.03328,0.003
69692,14344,251.7648,253.16688,0.069
69693,14344,253.68504,254.29464,0.154
69694,14344,258.10464,258.53136,0.206
69695,14344,258.53136,259.3848,0.103
69696,14344,259.5372,260.54304,0.154
69697,14344,260.81736,261.03072,0.017
69698,14344,265.38936,265.96848,0.017
69699,14344,266.33424,266.60856,0.003
69700,14344,268.10208,268.986,0.429
69701,14344,270.99768,271.85112,0.154
69702,14344,278.22144,278.46528,0.003
69703,14344,281.23896,282.12288,0.206
69704,14344,283.3116,283.52496,0.003
69705,14344,287.4264,288.12744,0.003
69706,14344,290.26104,291.6936,0.003
69707,14344,291.6936,293.18712,0.003
69708,14344,293.18712,294.5892,0.003
69709,14344,294.5892,296.20464,0.003
69710,14344,302.0568,303.5808,0.003
69711,14344,305.1048,306.44592,0.003
69712,14344,342.16848,343.60104,0.003
69713,14344,344.97264,346.46616,0.003
69714,14344,353.1108,353.4156,0.003
69715,14345,7.3152,7.62,0.003
69716,14345,9.05256,9.38784,0.003
69717,14345,9.7536,10.14984,0.003
69718,14345,20.36064,20.66544,0.003
69719,14345,23.1648,24.59736,0.003
69720,14345,25.38984,27.1272,0.003
69721,14345,28.40736,28.71216,0.003
69722,14345,31.72968,33.16224,0.003
69723,14345,37.42944,37.6428,0.003
69724,14345,38.77056,40.2336,0.003
69725,14345,40.72128,41.08704,0.003
69726,14345,43.03776,43.34256,0.003
69727,14345,43.34256,43.83024,0.069
69728,14345,43.83024,44.196,0.137
69729,14345,51.26736,51.816,0.003
69730,14345,51.816,52.30368,0.003
69731,14345,52.30368,52.7304,0.003
69732,14345,55.19928,55.4736,0.003
69733,14345,87.63,88.17864,0.003
69734,14345,93.5736,93.96984,0.017
69735,14345,93.96984,95.03664,0.003
69736,14345,95.03664,96.3168,0.003
69737,14345,97.536,97.90176,0.003
69738,14345,98.9076,99.2124,0.003
69739,14345,102.7176,102.96144,0.003
69740,14345,103.11384,104.63784,0.003
69741,14345,114.20856,114.4524,0.003
69742,14345,114.63528,116.1288,0.003
69743,14345,117.56136,118.99392,0.003
69744,14345,122.56008,123.04776,0.017
69745,14345,130.4544,130.78968,0.017
69746,14345,130.78968,131.42976,0.017
69747,14345,133.35,134.81304,0.003
69748,14345,136.33704,137.80008,0.003
69749,14345,141.79296,142.58544,0.154
69750,14345,143.74368,144.41424,0.874
69751,14345,163.70808,164.16528,0.017
69752,14345,165.354,166.4208,0.003
69753,14345,167.42664,169.4688,0.003
69754,14345,172.94352,174.31512,0.003
69755,14345,206.0448,207.5688,0.003
69756,14345,207.5688,209.0928,0.003
69757,14345,214.18296,215.61552,0.003
69758,14345,217.04808,218.48064,0.003
69759,14345,219.33408,219.63888,0.003
69760,14345,223.17456,223.63176,0.003
69761,14345,235.42752,235.79328,0.003
69762,14345,240.1824,240.4872,0.003
69763,14345,243.87048,244.26672,0.003
69764,14345,244.26672,245.6688,0.003
70647,14400,5.7912,6.5532,0.017
70648,14400,6.5532,7.4676,0.003
70649,14400,7.4676,8.59536,0.003
70650,14400,8.59536,9.4488,0.003
70651,14400,10.3632,11.7348,0.003
70652,14400,12.954,14.3256,0.003
70653,14400,18.71472,20.1168,0.017
70654,14400,26.85288,28.52928,0.003
70655,14400,30.84576,32.3088,0.003
70656,14400,36.4236,37.7952,0.017
70657,14400,39.1668,39.68496,0.034
70658,14400,39.68496,40.02024,0.737
70659,14400,40.02024,40.5384,0.017
70660,14400,41.81856,43.25112,0.003
70661,14400,48.64608,50.292,0.003
70662,14400,50.292,51.60264,0.003
70663,14400,51.60264,53.12664,0.003
70664,14400,53.12664,54.52872,0.003
70665,14400,54.52872,56.02224,0.003
70666,14400,56.02224,57.42432,0.003
70667,14400,57.42432,58.2168,0.034
70668,14400,58.2168,58.55208,0.017
70669,14400,58.55208,59.7408,0.017
70670,14400,59.7408,60.59424,0.017
70671,14400,60.59424,61.05144,0.823
70672,14400,61.05144,62.484,0.274
70673,14400,62.484,63.0936,4.234
70674,14400,63.0936,64.58712,0.017
70675,14400,64.58712,65.95872,0.003
70676,14400,65.95872,67.42176,0.003
70677,14400,67.42176,68.39712,0.003
70678,14400,68.39712,68.79336,0.017
70679,14400,68.79336,69.61632,0.003
70680,14400,69.61632,71.10984,0.017
70681,14400,71.10984,72.63384,0.003
70682,14400,72.63384,72.9996,0.017
70683,14400,72.9996,74.3712,0.017
70684,14400,74.3712,75.2856,0.034
70685,14400,75.2856,75.80376,0.309
70686,14400,75.80376,76.41336,0.017
70687,14400,76.41336,76.71816,0.017
70688,14400,76.71816,77.63256,0.017
70689,14400,77.63256,79.00416,0.017
70690,14400,79.00416,79.43088,0.103
70691,14400,79.43088,80.37576,0.017
70692,14400,80.37576,81.0768,0.017
70693,14400,81.0768,82.50936,0.003
70694,14400,82.50936,83.9724,0.003
70695,14400,83.9724,86.07552,0.003
70696,14400,86.07552,87.56904,0.003
70697,14400,91.50096,91.86672,0.017
70698,14400,91.86672,92.41536,0.003
70699,14400,92.41536,92.87256,0.137
70700,14400,92.87256,93.5736,0.034
70701,14400,93.5736,93.96984,0.017
70702,14400,93.96984,94.6404,0.017
70703,14400,101.98608,103.4796,0.003
70704,14400,103.4796,103.81488,0.909
70705,14400,103.81488,105.156,0.003
70706,14400,105.156,106.3752,0.003
70707,14400,106.46664,107.22864,0.003
70708,14400,107.22864,107.71632,0.003
70709,14400,107.71632,108.38688,0.003
70710,14400,108.38688,109.05744,0.003
70711,14400,109.05744,109.94136,0.003
70712,14400,112.9284,114.39144,0.003
70713,14400,123.99264,125.5776,0.003
70714,14400,126.9492,128.016,0.003
70715,14400,128.016,128.9304,0.017
70716,14400,128.9304,129.8448,0.003
70717,14400,129.8448,131.58216,0.003
70718,14400,131.58216,133.38048,0.003
70719,14400,140.08608,140.39088,0.003
70720,14400,151.57704,152.0952,0.034
70721,14400,153.4668,154.86888,0.003
70722,14400,158.496,159.92856,0.003
70723,14400,161.33064,162.73272,0.003
70724,14400,164.8968,165.38448,0.003
70725,14400,168.92016,170.688,0.003
70726,14400,176.022,176.38776,0.003
70727,14400,181.6608,183.39816,0.003
70728,14400,183.39816,184.83072,0.003
70729,14400,184.83072,186.32424,0.003
70730,14400,186.32424,187.7568,0.003
70731,14400,187.7568,189.2808,0.003
70732,14400,189.2808,190.68288,0.003
70733,14400,191.53632,191.8716,0.017
70734,14400,191.8716,192.1764,0.154
70735,14400,192.1764,192.51168,0.034
70736,14400,194.24904,194.64528,0.034
70737,14400,194.64528,195.04152,0.069
70738,14400,195.04152,195.59016,0.017
70739,14400,197.63232,198.2724,0.003
70740,14400,198.2724,198.63816,0.003
70741,14400,198.63816,199.27824,0.003
70742,14400,200.61936,201.53376,0.003
70743,14400,204.61224,204.978,0.003
70744,14400,204.978,205.46568,0.003
70745,14400,205.46568,205.98384,0.003
70746,14400,205.98384,206.98968,0.069
70747,14400,206.98968,208.1784,0.003
70748,14400,208.1784,209.55,0.003
70749,14400,209.55,211.04352,0.003
70750,14400,211.04352,211.6836,0.003
70751,14400,214.06104,214.33536,0.003
70752,14400,219.7608,220.0656,0.103
70753,14400,221.83344,222.3516,0.069
70754,14400,222.3516,223.5708,0.017
70755,14400,229.91064,230.33736,0.017
70756,14400,239.5728,240.30432,0.003
70757,14400,240.30432,240.792,0.789
70758,14400,240.792,241.37112,0.086
70759,14400,241.37112,243.29136,0.017
70760,14400,244.72392,246.67464,0.003
70761,14400,246.67464,248.35104,0.003
70762,14400,248.35104,250.42368,0.003
70763,14400,250.42368,250.94184,0.003
70764,14400,250.94184,251.70384,0.003
70765,14400,251.70384,253.25832,0.003
70766,14400,254.8128,255.20904,0.003
70767,14400,255.20904,255.60528,0.003
70768,14400,255.60528,256.1844,0.003
70769,14400,258.50088,258.89712,0.003
70770,14400,258.89712,259.32384,0.003
70771,14400,259.32384,259.78104,0.017
70772,14400,259.78104,261.12216,0.003
70773,14400,261.12216,261.45744,0.003
70774,14400,261.45744,262.34136,0.003
70775,14400,262.34136,262.67664,2.64
70776,14400,262.67664,264.17016,0.017
70777,14400,264.17016,265.38936,0.003
70778,14400,265.38936,265.72464,5.794
70779,14400,265.72464,267.0048,0.017
70780,14400,267.0048,268.46784,0.003
70781,14400,268.46784,269.748,0.003
70782,14400,269.748,270.9672,0.017
70783,14400,270.9672,272.30832,0.017
70784,14400,272.30832,273.7104,0.017
70785,14400,273.7104,274.6248,0.017
70786,14400,274.6248,274.96008,0.017
70787,14400,274.96008,275.844,0.017
70788,14400,281.29992,282.42768,0.003
70789,14400,293.88816,294.25392,0.003
70790,14400,306.08016,306.35448,0.017
70791,14400,306.35448,307.45176,0.003
70792,14400,307.45176,308.94528,0.003
70793,14400,308.94528,310.34736,0.003
70794,14400,310.34736,311.87136,0.003
70795,14400,311.87136,313.24296,0.003
70796,14400,313.24296,314.706,0.003
70797,14400,314.706,316.0776,0.003
70798,14400,316.0776,317.6016,0.003
70799,14400,317.6016,318.2112,0.003
70800,14400,319.1256,320.3448,0.003
70801,14400,364.90656,366.522,0.017
70802,14400,366.522,366.8268,0.017
70803,14400,366.8268,368.25936,0.003
70804,14400,368.25936,369.2652,0.003
70805,14400,369.2652,369.57,0.017
70806,14400,369.57,370.97208,0.017
70807,14400,370.97208,372.4656,0.003
70808,14400,372.4656,373.9896,0.003
70809,14400,373.9896,374.2944,0.754
70810,14400,374.2944,375.2088,0.034
70811,14400,375.2088,375.60504,8.554
70812,14400,375.60504,376.7328,0.034
70813,14400,376.7328,377.3424,0.017
70814,14400,377.3424,377.58624,1.8
70815,14400,377.58624,378.92736,0.017
70816,14400,378.92736,380.35992,0.003
70817,14400,380.35992,381.48768,0.003
70818,14400,381.48768,381.82296,0.003
70819,14400,381.82296,383.25552,0.003
70820,14400,383.25552,384.71856,0.003
70821,14400,384.71856,386.12064,0.003
70822,14400,386.12064,387.5532,0.003
70823,14400,387.5532,388.10184,0.617
70824,14400,388.10184,389.65632,0.003
70825,14400,389.65632,390.02208,0.003
70826,14400,390.02208,390.38784,0.003
70827,14400,394.01496,394.31976,0.003
70828,14400,402.82368,403.12848,0.003
70829,14400,418.24656,419.4048,0.003
75470,14972,33.40608,33.57372,0.003
75471,14972,33.57372,33.81756,0.003
75472,14972,36.2712,36.4998,0.003
75473,14972,38.4048,38.61816,0.003
75474,14972,40.29456,40.78224,0.003
75475,14972,43.83024,44.56176,0.003
75476,14972,46.482,46.7868,0.003
75477,14972,56.2356,56.72328,0.003
75478,14972,75.5904,75.95616,0.003
75479,14972,85.344,85.60308,0.003
75480,14972,90.8304,91.31808,1.834
75481,14972,96.4692,96.74352,0.003
75482,14972,98.11512,98.26752,0.003
75483,14972,103.60152,103.81488,0.003
75484,14972,107.8992,108.26496,0.003
75485,14972,116.64696,116.92128,0.003
75486,14972,118.35384,118.65864,0.003
75487,14972,142.0368,142.15872,0.003
75488,14972,159.5628,159.95904,0.003
75489,14972,160.44672,160.84296,0.003
75490,14972,160.84296,161.45256,0.003
75491,14972,161.45256,162.33648,0.003
75492,14972,162.33648,162.73272,0.003
75493,14972,162.88512,163.83,0.003
75494,14972,163.83,164.16528,0.003
75495,14972,188.61024,189.37224,0.069
75496,14972,189.37224,190.07328,0.003
75497,14972,190.07328,190.83528,0.003
75498,14972,190.83528,191.4144,0.003
75499,14972,191.4144,192.1764,0.003
75500,14972,192.1764,192.9384,0.003
75501,14972,193.13042,193.73088,0.003
75502,14972,194.4624,195.16344,0.003
75503,14972,195.16344,195.92544,0.003
75504,14972,195.92544,196.596,0.003
75505,14972,197.0532,197.41896,0.003
75506,14972,197.63232,198.02856,0.003
75507,14972,198.30288,198.69912,0.003
75508,14972,198.91248,199.67448,0.069
75509,14972,199.67448,200.61936,1.834
75510,14972,204.76464,205.34376,0.003
75511,14972,210.49488,211.2264,0.003
75512,14972,212.01888,212.598,0.003
75513,14972,212.598,213.08568,0.003
75514,14972,213.8172,214.2744,0.257
75515,14972,219.54744,220.00464,0.003
75516,14972,222.07728,222.83928,0.003
75517,14972,223.81464,224.57664,0.003
75518,14972,224.9424,225.7044,0.003
75519,14972,230.82504,231.58704,0.789
75520,14972,234.3912,235.1532,0.003
75521,14972,237.1344,238.0488,0.003
75522,14972,241.03584,241.7064,0.003
75523,14972,246.2784,246.97944,0.003
75524,14972,248.77776,249.38736,0.003
75525,14972,250.05792,250.51512,0.003
75526,14972,257.92176,258.37896,0.003
75527,14972,258.71424,259.2324,0.003
75528,14972,259.2324,259.93344,0.003
75529,14972,259.93344,260.4516,0.003
75530,14972,260.4516,261.5184,0.003
75531,14972,266.42568,266.82192,0.003
75532,14972,267.94968,269.4432,0.003
75533,14972,269.4432,270.6624,0.003
75534,14972,270.6624,271.79016,0.003
75535,14972,272.39976,273.00936,0.003
75536,14972,275.35632,275.844,0.003
75537,14972,276.7584,277.39848,0.003
75538,14972,280.29408,281.178,0.003
75539,14972,281.87904,282.58008,0.003
75540,14972,282.58008,283.3116,0.003
75541,14972,283.3116,284.3784,0.003
75542,14972,287.1216,287.67024,0.003
75543,14972,289.19424,289.95624,0.003
75544,14972,291.9984,292.7604,0.003
75545,14972,294.07104,294.77208,0.003
75546,14972,296.7228,297.85056,0.003
75547,14972,300.77664,302.11776,3.429
75548,14972,304.1904,305.1048,0.003
75549,14972,305.13528,305.65344,0.003
75550,14972,305.65344,306.08016,0.003
75551,14972,306.08016,306.56784,0.003
75552,14972,306.56784,307.11648,0.003
75553,14972,307.11648,307.66512,0.003
75554,14972,307.66512,308.06136,0.003
75555,14972,308.06136,308.79288,0.003
75556,14972,308.79288,309.372,0.003
75557,14972,309.92064,310.62168,0.003
75558,14972,311.77992,312.35904,0.003
75559,14972,314.34024,315.25464,0.003
75560,14972,316.04712,316.74816,0.003
75561,14972,318.24168,318.94272,0.003
75562,14972,320.40576,321.16776,0.003
75563,14972,321.16776,321.7164,0.003
75564,14972,323.20992,324.09384,0.003
75565,14972,324.42912,325.00824,0.003
75566,14972,325.00824,325.5264,0.003
75567,14972,325.89216,326.41032,0.003
75568,14972,326.898,327.56856,0.003
75569,14972,327.56856,328.08672,0.003
75570,14972,328.45248,329.39736,0.003
75571,14972,332.01864,332.8416,0.003
75572,14972,333.2988,334.0608,0.003
75573,14972,335.31048,336.01152,0.003
75574,14972,336.01152,336.4992,0.003
75575,14972,337.7184,338.38896,0.003
75576,14972,339.15096,339.79104,0.003
75577,14972,339.79104,340.3092,0.003
75578,14972,343.41816,344.21064,0.003
75579,14972,346.5576,347.38056,0.003
75580,14972,348.56928,349.3008,0.003
75581,14972,351.46488,352.13544,0.003
75582,14972,353.23272,353.7204,0.003
75583,14972,355.88448,356.64648,0.003
75584,14972,359.0544,359.87736,0.003
75585,14972,361.61472,362.34624,0.003
75586,14972,363.07776,363.83976,0.003
75587,14972,363.83976,364.57128,0.003
75588,14972,365.1504,366.00384,0.003
75589,14972,366.94872,367.52784,0.003
75590,14972,369.02136,369.75288,0.003
75591,14972,374.69064,375.33072,0.003
75592,14972,375.33072,376.18416,0.003
75593,14972,376.30608,376.91568,0.003
75594,14972,379.20168,380.02464,0.003
75595,14972,381.39624,382.15824,0.003
75596,14972,382.15824,382.92024,0.003
75597,14972,385.05384,385.75488,0.003
75598,14972,385.75488,386.4864,0.003
75599,14972,387.18744,387.97992,0.003
75600,14972,388.71144,389.19912,0.003
75601,14972,391.0584,391.668,0.003
75602,14972,394.01496,395.08176,0.003
75603,14973,3.9624,4.45008,0.003
75604,14973,4.45008,5.0292,0.003
75605,14973,5.0292,5.60832,0.003
75606,14973,5.60832,6.37032,0.003
75607,14973,8.04672,8.8392,0.003
75608,14973,10.42416,11.24712,0.003
75609,14973,13.38072,14.23416,0.003
75610,14973,15.24,15.78864,0.003
75611,14973,16.764,17.43456,0.003
75612,14973,17.526,18.1356,0.003
75613,14973,24.96312,25.78608,0.003
75614,14973,27.49296,28.28544,0.003
75615,14973,32.3088,32.9184,0.003
75616,14973,33.61944,34.41192,0.003
75617,14973,41.05656,41.23944,0.003
75618,14973,43.95216,45.1104,0.003
75619,14973,45.4152,46.11624,0.003
75620,14973,48.1584,48.768,0.003
75621,14973,49.62144,50.292,0.003
75622,14973,50.292,51.054,0.003
75623,14973,51.57216,52.05984,0.003
75624,14973,52.66944,53.21808,0.003
75625,14973,53.21808,53.82768,0.003
75626,14973,54.31536,54.83352,0.003
75627,14973,55.29072,56.11368,0.003
75628,14973,56.93664,57.42432,0.003
75629,14973,59.1312,59.61888,0.003
75630,14973,59.61888,60.28944,0.003
75631,14973,60.28944,60.92952,0.003
75632,14973,61.81344,62.39256,0.003
75633,14973,62.39256,63.12408,0.003
75634,14973,63.12408,63.88608,0.003
75635,14973,65.41008,66.20256,0.003
75636,14973,79.00416,79.73568,0.003
75637,14973,79.73568,80.4672,0.003
75638,14973,82.02168,82.81416,0.003
75639,14973,85.00872,85.8012,0.003
75640,14973,85.8012,86.53272,0.003
75641,14973,86.83752,87.44712,0.003
75642,14973,89.39784,90.19032,0.003
75643,14973,91.50096,92.17152,0.003
75644,14973,93.45168,94.12224,0.003
75645,14973,99.85248,100.7364,0.003
75646,14973,101.8032,102.5652,0.003
75647,14973,105.03408,106.0704,0.003
75648,14973,108.69168,109.24032,0.003
75649,14973,109.97184,110.52048,0.003
75650,14973,114.9096,115.54968,0.003
75651,14973,118.01856,118.47576,0.003
75652,14973,125.4252,126.24816,0.003
75653,14973,128.10744,128.6256,0.003
75654,14973,133.74624,134.32536,0.003
75655,14973,139.26312,139.81176,0.003
75656,14973,151.7904,152.8572,0.003
75657,14973,157.1244,157.8864,0.003
75658,14973,157.8864,158.6484,0.003
75659,14973,158.6484,159.31896,0.003
75660,14973,159.31896,160.08096,0.003
75661,14973,160.08096,160.81248,0.003
75662,14973,178.94808,179.58816,0.003
75663,14973,184.73928,185.68416,0.003
75664,14973,189.82944,190.62192,0.017
75665,14973,190.62192,191.4144,0.003
75666,14973,191.4144,192.3288,0.003
75667,14973,197.8152,198.54672,0.003
75668,14973,198.54672,199.27824,0.003
75669,14973,199.82688,200.5584,0.003
75670,14973,200.5584,201.04608,0.003
75671,14973,203.6064,206.6544,0.137
75672,14973,220.5228,221.22384,0.003
75673,14973,221.22384,221.8944,0.003
75674,14973,221.8944,222.59544,0.003
75675,14973,222.59544,223.35744,0.003
75676,14973,225.88728,226.83216,0.003
75677,14973,227.31984,227.86848,0.003
75678,14973,231.9528,232.65384,0.003
75679,14973,232.65384,233.41584,0.003
75680,14973,233.41584,234.0864,0.003
75681,14973,234.14736,234.8484,0.003
75682,14973,236.64672,237.4392,0.003
75683,14973,237.4392,237.98784,0.003
75684,14973,239.268,239.99952,0.003
75685,14973,241.27968,241.88928,0.003
75686,14973,243.47424,244.26672,0.003
75687,14973,258.74472,259.44576,0.003
75688,14973,264.5664,265.3284,0.003
75689,14973,267.18768,268.10208,0.003
75690,14973,270.0528,270.57096,0.003
