,Unnamed: 0,BHID,FROM,TO,LITHO_DESC
2992,47570,18036,0.0,4.2,Casing
2993,47571,18036,4.2,20.42,Early Diorite
2994,47572,18037,0.0,5.63,Casing
2995,47573,18037,5.63,15.84,Early Diorite
2996,47574,18037,15.84,20.45,Shear Zone
2997,47575,18037,20.45,21.0,Early Diorite
2998,47576,18038,0.0,7.25,Casing
2999,47577,18038,7.25,8.5,Early Diorite
3000,47578,18038,8.5,17.58,Diorite
3001,47579,18038,17.58,21.0,Early Diorite
3002,47580,18039,0.0,6.17,Casing
3003,47581,18039,6.17,6.84,Shear Zone
3004,47582,18039,6.84,8.7,Shear Zone
3005,47583,18039,8.7,12.78,Shear Zone
3006,47584,18039,12.78,40.85,Intermediate to Ultramafic Volcanics
3007,47585,18039,40.85,47.01,Early Diorite
3008,47586,18039,47.01,73.62,Intermediate to Ultramafic Volcanics
3009,47587,18039,73.62,77.96,Felsic to Intermediate Dykes
3010,47590,18040,0.0,7.43,Casing
3011,47591,18040,7.43,10.42,Early Diorite
3012,47592,18040,10.42,12.25,Intermediate to Ultramafic Volcanics
3013,47593,18040,12.25,27.73,Early Diorite
3014,47594,18040,27.73,30.7,Intermediate to Ultramafic Volcanics
3015,47595,18040,30.7,45.9,Early Diorite
3016,47596,18040,45.9,52.39,Intermediate to Ultramafic Volcanics
3017,47597,18040,52.39,53.72,Shear Zone
3018,47598,18040,53.72,63.48,Intermediate to Ultramafic Volcanics
3019,47628,18049,0.0,8.18,Casing
3020,47629,18049,8.18,10.37,Early Diorite
3021,47630,18049,10.37,22.28,Intermediate to Ultramafic Volcanics
3022,47631,18049,22.28,23.69,Early Diorite
3023,47632,18049,23.69,40.11,Intermediate to Ultramafic Volcanics
3024,47633,18049,40.11,43.98,Felsic to Intermediate Dykes
3025,47634,18049,43.98,44.98,Intermediate to Ultramafic Volcanics
3026,47638,18050,0.0,21.97,Casing
3027,47639,18050,21.97,32.85,Intermediate to Ultramafic Volcanics
3028,47640,18050,32.85,52.6,Felsic to Intermediate Dykes
3029,47641,18050,52.6,58.01,Intermediate to Ultramafic Volcanics
3030,47642,18050,58.01,61.69,Shear Zone
3031,47643,18051,0.0,8.86,Casing
3032,47644,18051,8.86,22.03,Intermediate to Ultramafic Volcanics
3033,47645,18051,22.03,25.98,Diorite
3034,47646,18051,25.98,29.55,Intermediate to Ultramafic Volcanics
3035,47647,18051,29.55,29.82,Early Diorite
3036,47648,18051,29.82,30.26,Intermediate to Ultramafic Volcanics
3037,47649,18051,30.26,30.61,Early Diorite
3038,47650,18051,30.61,31.05,Intermediate to Ultramafic Volcanics
3039,47651,18051,31.05,31.6,Early Diorite
3040,47652,18051,31.6,32.56,Intermediate to Ultramafic Volcanics
3041,47653,18051,32.56,36.02,Early Diorite
3042,47654,18051,36.02,36.94,Intermediate to Ultramafic Volcanics
3043,47655,18051,36.94,39.19,Felsic to Intermediate Dykes
3044,47656,18051,39.19,39.86,Shear Zone
3045,47657,18051,39.86,40.69,Early Diorite
3046,47658,18051,40.69,41.26,Intermediate to Ultramafic Volcanics
3047,47659,18051,41.26,41.89,Early Diorite
3048,47660,18051,41.89,42.9,Intermediate to Ultramafic Volcanics
3049,47661,18051,42.9,44.5,Early Diorite
3050,47662,18051,44.5,45.26,Intermediate to Ultramafic Volcanics
3051,47663,18051,45.26,49.34,Intermediate to Ultramafic Volcanics
3052,47664,18051,49.34,52.66,Intermediate to Ultramafic Volcanics
3053,47665,18051,52.66,54.01,Early Diorite
3054,47666,18052,0.0,7.95,Casing
3055,47667,18052,7.95,33.75,Intermediate to Ultramafic Volcanics
3056,47668,18052,33.75,37.45,Early Diorite
3057,47669,18052,37.45,54.01,Intermediate to Ultramafic Volcanics
3058,47670,18053,0.0,6.94,Casing
3059,47671,18053,6.94,8.26,Intermediate to Ultramafic Volcanics
3060,47672,18053,8.26,8.91,Intermediate to Ultramafic Volcanics
3061,47673,18053,8.91,16.47,Intermediate to Ultramafic Volcanics
3062,47674,18053,16.47,23.34,Shear Zone
3063,47675,18053,23.34,27.85,Intermediate to Ultramafic Volcanics
3064,47676,18053,27.85,39.73,Early Diorite
3065,47677,18053,39.73,44.98,Intermediate to Ultramafic Volcanics
3066,47678,18054,0.0,5.97,Casing
3067,47679,18054,5.97,10.91,Intermediate to Ultramafic Volcanics
3068,47680,18054,10.91,12.0,Intermediate to Ultramafic Volcanics
3069,47681,18054,12.0,13.38,Shear Zone
3070,47682,18054,13.38,15.75,Intermediate to Ultramafic Volcanics
3071,47683,18054,15.75,19.05,Early Diorite
3072,47684,18054,19.05,28.36,Shear Zone
3073,47685,18054,28.36,45.59,Intermediate to Ultramafic Volcanics
3074,47686,18054,45.59,47.21,Diorite
3075,47687,18054,47.21,54.01,Intermediate to Ultramafic Volcanics
3076,47688,18055,0.0,6.73,Casing
3077,47689,18055,6.73,22.37,Intermediate to Ultramafic Volcanics
3078,47690,18055,22.37,23.89,Diorite
3079,47691,18055,23.89,35.99,Intermediate to Ultramafic Volcanics
3080,47692,18056,0.0,5.18,Casing
3081,47693,18056,5.18,12.22,Intermediate to Ultramafic Volcanics
3082,47694,18056,12.22,18.82,Early Diorite
3083,47695,18056,18.82,27.29,Intermediate to Ultramafic Volcanics
3084,47696,18056,27.29,31.15,Diorite
3085,47697,18056,31.15,35.38,Intermediate to Ultramafic Volcanics
3086,47698,18057,0.0,8.07,Casing
3087,47699,18057,8.07,21.09,Intermediate to Ultramafic Volcanics
3088,47700,18057,21.09,22.43,Felsic to Intermediate Dykes
3089,47701,18057,22.43,28.86,Intermediate to Ultramafic Volcanics
3090,47702,18057,28.86,35.35,Early Diorite
3091,47703,18057,35.35,46.46,Intermediate to Ultramafic Volcanics
3092,47704,18057,46.46,54.25,Early Diorite
3093,47705,18057,54.25,65.98,Intermediate to Ultramafic Volcanics
3094,47742,18063,0.0,28.01,Casing
3095,47743,18063,28.01,30.22,Intermediate to Ultramafic Volcanics
3096,47744,18063,30.22,38.38,Felsic to Intermediate Dykes
3097,47745,18063,38.38,42.21,Shear Zone
3098,47746,18063,42.21,53.35,Intermediate to Ultramafic Volcanics
3099,47747,18063,53.35,55.45,Felsic to Intermediate Dykes
3100,47748,18063,55.45,88.08,Intermediate to Ultramafic Volcanics
3101,47749,18063,88.08,89.67,Felsic to Intermediate Dykes
3102,47750,18063,89.67,92.99,Intermediate to Ultramafic Volcanics
3103,47751,18064,0.0,24.32,Casing
3104,47752,18064,24.32,25.69,Early Diorite
3105,47753,18064,25.69,28.36,Felsic to Intermediate Dykes
3106,47754,18064,28.36,46.4,Early Diorite
3107,47755,18064,46.4,52.79,Intermediate to Ultramafic Volcanics
3108,47756,18064,52.79,63.0,Diorite
3109,47757,18065,0.0,30.48,Casing
3110,47758,18065,30.48,36.42,Intermediate to Ultramafic Volcanics
3111,47759,18065,36.42,36.94,Felsic to Intermediate Dykes
3112,47760,18065,36.94,40.56,Intermediate to Ultramafic Volcanics
3113,47761,18065,40.56,42.15,Felsic to Intermediate Dykes
3114,47762,18065,42.15,44.98,Intermediate to Ultramafic Volcanics
3115,47763,18065,44.98,45.93,Felsic to Intermediate Dykes
3116,47764,18065,45.93,48.92,Intermediate to Ultramafic Volcanics
3117,47765,18065,48.92,52.42,Early Diorite
3118,47766,18065,52.42,54.16,Felsic to Intermediate Dykes
3119,47767,18065,54.16,84.52,Intermediate to Ultramafic Volcanics
3120,47768,18065,84.52,86.41,Felsic to Intermediate Dykes
3121,47769,18065,86.41,91.74,Intermediate to Ultramafic Volcanics
3122,47770,18066,0.0,27.49,Casing
3123,47771,18066,27.49,37.1,Diorite
3124,47772,18066,37.1,57.27,Intermediate to Ultramafic Volcanics
3125,47773,18066,57.27,58.09,Felsic to Intermediate Dykes
3126,47774,18066,58.09,63.52,Intermediate to Ultramafic Volcanics
3127,47775,18066,63.52,66.96,Felsic to Intermediate Dykes
3128,47776,18066,66.96,84.73,Intermediate to Ultramafic Volcanics
3129,47777,18066,84.73,93.51,Intermediate to Ultramafic Volcanics
3130,47778,18067,0.0,28.25,Casing
3131,47779,18067,28.25,30.8,Felsic to Intermediate Dykes
3132,47780,18067,30.8,39.63,Intermediate to Ultramafic Volcanics
3133,47781,18067,39.63,40.43,Intermediate to Ultramafic Volcanics
3134,47782,18067,40.43,43.37,Intermediate to Ultramafic Volcanics
3135,47783,18067,43.37,44.65,Felsic to Intermediate Dykes
3136,47784,18067,44.65,69.79,Intermediate to Ultramafic Volcanics
3137,47785,18067,69.79,72.34,Felsic to Intermediate Dykes
3138,47786,18067,72.34,73.15,Intermediate to Ultramafic Volcanics
3139,47787,18067,73.15,73.76,Quartz-Tourmaline Veins
3140,47788,18067,73.76,74.4,Felsic to Intermediate Dykes
3141,47789,18067,74.4,74.9,Intermediate to Ultramafic Volcanics
3142,47790,18067,74.9,75.2,Felsic to Intermediate Dykes
3143,47791,18067,75.2,75.72,Intermediate to Ultramafic Volcanics
3144,47792,18067,75.72,75.98,Felsic to Intermediate Dykes
3145,47793,18067,75.98,76.53,Intermediate to Ultramafic Volcanics
3146,47794,18067,76.53,79.11,Felsic to Intermediate Dykes
3147,47795,18067,79.11,84.73,Intermediate to Ultramafic Volcanics
3148,47796,18067,84.73,87.72,Intermediate to Ultramafic Volcanics
3149,47797,18067,87.72,95.0,Intermediate to Ultramafic Volcanics
3150,47798,18067,95.0,97.99,Intermediate to Ultramafic Volcanics
3151,47807,18069,0.0,34.07,Casing
3152,47808,18069,34.07,34.8,Intermediate to Ultramafic Volcanics
3153,47809,18069,34.8,35.55,Felsic to Intermediate Dykes
3154,47810,18069,35.55,49.72,Intermediate to Ultramafic Volcanics
3155,47811,18069,49.72,50.71,Felsic to Intermediate Dykes
3156,47812,18069,50.71,59.02,Intermediate to Ultramafic Volcanics
3157,47813,18069,59.02,59.49,Felsic to Intermediate Dykes
3158,47814,18069,59.49,59.9,Shear Zone
3159,47815,18069,59.9,66.37,Intermediate to Ultramafic Volcanics
3160,47816,18069,66.37,69.37,Intermediate to Ultramafic Volcanics
3161,47817,18069,69.37,71.88,Felsic to Intermediate Dykes
3162,47818,18069,71.88,96.98,Intermediate to Ultramafic Volcanics
3163,47819,18069A,0.0,34.04,Casing
3164,47820,18069A,34.04,34.53,Intermediate to Ultramafic Volcanics
3165,47821,18069A,34.53,35.66,Felsic to Intermediate Dykes
3166,47822,18069A,35.66,36.78,Intermediate to Ultramafic Volcanics
3167,47823,18069A,36.78,48.49,Intermediate to Ultramafic Volcanics
3168,47846,18071,0.0,5.85,Casing
3169,47847,18071,5.85,23.98,Intermediate to Ultramafic Volcanics
3170,47848,18072,0.0,5.66,Casing
3171,47849,18072,5.66,9.93,Intermediate to Ultramafic Volcanics
3172,47850,18072,9.93,23.01,Intermediate to Ultramafic Volcanics
3173,47851,18072,23.01,38.52,Shear Zone
3174,47852,18072,38.52,44.98,Intermediate to Ultramafic Volcanics
3175,47853,18073,0.0,13.3,Casing
3176,47854,18073,13.3,23.71,Felsic to Intermediate Dykes
3177,47855,18073,23.71,24.93,Intermediate to Ultramafic Volcanics
3178,47856,18073,24.93,29.99,Intermediate to Ultramafic Volcanics
3179,47857,18074,0.0,13.31,Casing
3180,47858,18074,13.31,19.99,Felsic to Intermediate Dykes
3181,47859,18074,19.99,22.5,Early Diorite
3182,47860,18074,22.5,29.99,Intermediate to Ultramafic Volcanics
3183,47861,18075,0.0,14.23,Casing
3184,47862,18075,14.23,15.75,Early Diorite
3185,47863,18075,15.75,18.01,Intermediate to Ultramafic Volcanics
3186,47864,18075,18.01,20.86,Intermediate to Ultramafic Volcanics
3187,47865,18075,20.86,21.0,Intermediate to Ultramafic Volcanics
3188,47866,18076,0.0,13.71,Casing
3189,47867,18076,13.71,20.61,Felsic to Intermediate Dykes
3190,47868,18076,20.61,29.8,Early Diorite
3191,47869,18076,29.8,35.99,Felsic to Intermediate Dykes
3192,47870,18077,0.0,12.49,Casing
3193,47871,18077,12.49,20.78,Intermediate to Ultramafic Volcanics
3194,47872,18077,20.78,25.55,Felsic to Intermediate Dykes
3195,47873,18077,25.55,35.99,Intermediate to Ultramafic Volcanics
3196,47874,18078,0.0,10.97,Casing
3197,47875,18078,10.97,16.39,Intermediate to Ultramafic Volcanics
3198,47876,18078,16.39,17.89,Shear Zone
3199,47877,18078,17.89,19.87,Quartz-Tourmaline Veins
3200,47878,18078,19.87,27.0,Intermediate to Ultramafic Volcanics
3201,47879,18079,0.0,12.28,Casing
3202,47880,18079,12.28,14.85,Felsic to Intermediate Dykes
3203,47881,18079,14.85,17.24,Intermediate to Ultramafic Volcanics
3204,47882,18079,17.24,25.8,Felsic to Intermediate Dykes
3205,47883,18079,25.8,38.87,Diabase
3206,47884,18079,38.87,48.0,Felsic to Intermediate Dykes
3207,47890,18080,0.0,12.35,Casing
3208,47891,18080,12.35,13.92,Felsic to Intermediate Dykes
3209,47892,18080,13.92,16.79,Intermediate to Ultramafic Volcanics
3210,47893,18080,16.79,39.95,Early Diorite
3211,47894,18080,39.95,44.98,Early Diorite
3212,47895,18081,0.0,13.16,Casing
3213,47896,18081,13.16,22.93,Intermediate to Ultramafic Volcanics
3214,47897,18081,22.93,24.44,Early Diorite
3215,47898,18081,24.44,27.96,Intermediate to Ultramafic Volcanics
3216,47899,18081,27.96,29.99,Early Diorite
3217,47900,18082,0.0,17.61,Casing
3218,47901,18082,17.61,18.37,Intermediate to Ultramafic Volcanics
3219,47902,18082,18.37,23.33,Early Diorite
3220,47903,18082,23.33,27.58,Felsic to Intermediate Dykes
3221,47904,18082,27.58,31.18,Intermediate to Ultramafic Volcanics
3222,47905,18082,31.18,32.11,Felsic to Intermediate Dykes
3223,47906,18082,32.11,32.7,Intermediate to Ultramafic Volcanics
3224,47907,18082,32.7,33.64,Felsic to Intermediate Dykes
3225,47908,18082,33.64,37.0,Intermediate to Ultramafic Volcanics
3226,47909,18082,37.0,38.03,Shear Zone
3227,47910,18082,38.03,44.98,Shear Zone
3228,47911,18083,0.0,19.08,Casing
